hpt_res,features,best_model,search_method,error_method,idx
"{'arima': ({'p': 5, 'd': 1, 'q': 3}, 0.2430442249211899), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.2548983670340668), 'prophet': ({'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.0021544346900318843, 'changepoint_range': 0.8500000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.2456560273915262), 'theta': ({'m': 6}, 0.23662085756913528), 'stlf': ({'m': 24, 'method': 'linear'}, 0.24633335872855192), 'sarima': ({'p': 2, 'd': 1, 'q': 2, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'c'}, 0.24624722265980292)}","{'length': 69, 'mean': 0.43464190234979594, 'var': 0.024673868447862107, 'entropy': 0.8229998766187633, 'lumpiness': 5.640248094520901e-05, 'stability': 0.007281977705136404, 'flat_spots': 2, 'hurst': -0.007100662449080509, 'std1st_der': 0.09441779805842146, 'crossing_points': 29, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.07744032217728783, 'heterogeneity': 7.587760473982231, 'histogram_mode': 0.26601941747572816, 'linearity': 0.29614149557032354, 'trend_strength': 0.621641033646674, 'seasonality_strength': 0.45388459850277085, 'spikiness': 4.069324731851246e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 23, 'level_shift_size': 0.03737864077669889, 'y_acf1': 0.28486535139244035, 'y_acf5': 0.3929674407091242, 'diff1y_acf1': -0.503040063913912, 'diff1y_acf5': 0.2928207932148755, 'diff2y_acf1': -0.6430959282537455, 'diff2y_acf5': 0.46372476386463385, 'y_pacf5': 0.22640716597492896, 'diff1y_pacf5': 0.48825366655950353, 'diff2y_pacf5': 1.0759653949188188, 'seas_acf1': 0.2130950067826806, 'seas_pacf1': 0.08442446088845694, 'firstmin_ac': 1, 'firstzero_ac': 20, 'holt_alpha': 0.1445761049919572, 'holt_beta': 0.0119307397715194, 'hw_alpha': 0.36347101935359594, 'hw_beta': 0.0, 'hw_gamma': 0.15053429228071727}",theta,RandomSearch,mape,N1438
"{'arima': ({'p': 1, 'd': 1, 'q': 1}, 0.26467112567054424), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'additive', 'damped': True, 'seasonal': 'multiplicative'}, 0.27967173503106196), 'prophet': ({'seasonality_prior_scale': 0.1, 'changepoint_prior_scale': 0.001, 'changepoint_range': 0.9000000000000001, 'yearly_seasonality': True, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.25646716990717916), 'theta': ({'m': 13}, 0.25655041704542403), 'stlf': ({'m': 30, 'method': 'linear'}, 0.24816682934621612), 'sarima': ({'p': 5, 'd': 1, 'q': 5, 'seasonal_order': '(2, 0, 2, 7)', 'trend': 'c'}, 0.25474410543325304)}","{'length': 69, 'mean': 0.3845830707834488, 'var': 0.025101776268808017, 'entropy': 0.8754069725315861, 'lumpiness': 8.976746440683868e-05, 'stability': 0.003359067612984873, 'flat_spots': 1, 'hurst': -0.005648303892244647, 'std1st_der': 0.11083775274849396, 'crossing_points': 35, 'binarize_mean': 0.4057971014492754, 'unitroot_kpss': 0.05936006280631104, 'heterogeneity': 9.063480589413013, 'histogram_mode': 0.3159420289855073, 'linearity': 0.10486707754623942, 'trend_strength': 0.3085664879192549, 'seasonality_strength': 0.46008096754333405, 'spikiness': 4.972818457823331e-08, 'peak': 2, 'trough': 1, 'level_shift_idx': 23, 'level_shift_size': 0.03840579710144926, 'y_acf1': -0.017376715694983443, 'y_acf5': 0.02659488891896992, 'diff1y_acf1': -0.519499519661958, 'diff1y_acf5': 0.28197114895066566, 'diff2y_acf1': -0.6717647276233185, 'diff2y_acf5': 0.49518354950343607, 'y_pacf5': 0.03114165442712584, 'diff1y_pacf5': 0.6368644788584048, 'diff2y_pacf5': 1.4796220828616167, 'seas_acf1': 0.14810120819007355, 'seas_pacf1': 0.16195080943052861, 'firstmin_ac': 1, 'firstzero_ac': 12, 'holt_alpha': 0.21052631578947367, 'holt_beta': 0.21052631578947367, 'hw_alpha': 0.0523115549120983, 'hw_beta': 0.05230943170991348, 'hw_gamma': 0.0}",stlf,RandomSearch,mape,N1439
"{'arima': ({'p': 2, 'd': 1, 'q': 4}, 0.13153072992496415), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'additive', 'damped': True, 'seasonal': 'additive'}, 0.1252813453613953), 'prophet': ({'seasonality_prior_scale': 0.21544346900318834, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9100000000000001, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.13043730229320794), 'theta': ({'m': 30}, 0.13343606877740696), 'stlf': ({'m': 10, 'method': 'linear'}, 0.14201688406385468), 'sarima': ({'p': 4, 'd': 1, 'q': 5, 'seasonal_order': '(0, 1, 1, 7)', 'trend': 'n'}, 0.12059279835017264)}","{'length': 69, 'mean': 0.6514279624893436, 'var': 0.020861170586079194, 'entropy': 0.8750442011937448, 'lumpiness': 2.6296589692190044e-05, 'stability': 0.0006421685283145124, 'flat_spots': 1, 'hurst': 0.0009774860710235313, 'std1st_der': 0.12112021309295315, 'crossing_points': 35, 'binarize_mean': 0.4927536231884058, 'unitroot_kpss': 0.04185430463946054, 'heterogeneity': 9.641319068676953, 'histogram_mode': 0.6102941176470589, 'linearity': 0.014379540870016336, 'trend_strength': 0.23048213976816012, 'seasonality_strength': 0.3143088347588149, 'spikiness': 5.715646589372335e-08, 'peak': 5, 'trough': 1, 'level_shift_idx': 24, 'level_shift_size': 0.024142156862745123, 'y_acf1': -0.1472211543233022, 'y_acf5': 0.14998318689170162, 'diff1y_acf1': -0.4426013356723681, 'diff1y_acf5': 0.34210085815705016, 'diff2y_acf1': -0.5703295010741158, 'diff2y_acf5': 0.42204928714828793, 'y_pacf5': 0.12840943964611054, 'diff1y_pacf5': 0.5996461395509497, 'diff2y_pacf5': 1.0142095434110319, 'seas_acf1': -0.06016592217040466, 'seas_pacf1': -0.16074299911516127, 'firstmin_ac': 2, 'firstzero_ac': 5, 'holt_alpha': 0.42105263157894735, 'holt_beta': 0.42105263157894735, 'hw_alpha': 0.028801730298720005, 'hw_beta': 0.028801293550086173, 'hw_gamma': 0.0}",sarima,RandomSearch,mape,N1440
"{'arima': ({'p': 4, 'd': 1, 'q': 1}, 0.37672411904296554), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.227058941754134), 'prophet': ({'seasonality_prior_scale': 0.21544346900318834, 'changepoint_prior_scale': 0.004641588833612777, 'changepoint_range': 0.9100000000000001, 'yearly_seasonality': True, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.2809303012055542), 'theta': ({'m': 2}, 0.3067892540594365), 'stlf': ({'m': 24, 'method': 'theta'}, 0.3207082396025304), 'sarima': ({'p': 1, 'd': 2, 'q': 5, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.21628981805192188)}","{'length': 69, 'mean': 0.39773346409502025, 'var': 0.03139492229681139, 'entropy': 0.7455517605655018, 'lumpiness': 0.00018345730378590479, 'stability': 0.012306427219376883, 'flat_spots': 1, 'hurst': 0.13091522151897655, 'std1st_der': 0.09474061091681242, 'crossing_points': 28, 'binarize_mean': 0.4782608695652174, 'unitroot_kpss': 0.3806404476873614, 'heterogeneity': 17.34938732303191, 'histogram_mode': 0.4045112781954887, 'linearity': 0.003482048304304401, 'trend_strength': 0.7073531584862127, 'seasonality_strength': 0.36373013284119105, 'spikiness': 5.260429894765453e-08, 'peak': 4, 'trough': 5, 'level_shift_idx': 0, 'level_shift_size': 0.03759398496240607, 'y_acf1': 0.4877276841535427, 'y_acf5': 0.4987029442034508, 'diff1y_acf1': -0.40568333651417365, 'diff1y_acf5': 0.17188425065694943, 'diff2y_acf1': -0.6380136282156763, 'diff2y_acf5': 0.4272487988913769, 'y_pacf5': 0.29973288131452, 'diff1y_pacf5': 0.22142152090141376, 'diff2y_pacf5': 0.9830710521016345, 'seas_acf1': 0.054062204312867804, 'seas_pacf1': 0.17255982842059628, 'firstmin_ac': 6, 'firstzero_ac': 6, 'holt_alpha': 0.44810092635099824, 'holt_beta': 0.0, 'hw_alpha': 0.4425571455381652, 'hw_beta': 1.2404807691980623e-10, 'hw_gamma': 0.0}",sarima,RandomSearch,mape,N1441
"{'arima': ({'p': 2, 'd': 2, 'q': 3}, 0.1921703856541867), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'additive', 'damped': True, 'seasonal': 'multiplicative'}, 0.1890701790568406), 'prophet': ({'seasonality_prior_scale': 0.21544346900318834, 'changepoint_prior_scale': 0.001, 'changepoint_range': 0.8700000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.18848339296601874), 'theta': ({'m': 14}, 0.1752286339853901), 'stlf': ({'m': 24, 'method': 'linear'}, 0.19137687957553837), 'sarima': ({'p': 2, 'd': 2, 'q': 5, 'seasonal_order': '(2, 0, 2, 7)', 'trend': 'n'}, 0.1721957334090932)}","{'length': 69, 'mean': 0.5774963841907966, 'var': 0.021977884302627978, 'entropy': 0.8626254354063061, 'lumpiness': 4.202247332232579e-05, 'stability': 0.003383486962536345, 'flat_spots': 1, 'hurst': 0.0476607698372692, 'std1st_der': 0.09845758774943102, 'crossing_points': 35, 'binarize_mean': 0.5072463768115942, 'unitroot_kpss': 0.14874231139443447, 'heterogeneity': 12.61592180815013, 'histogram_mode': 0.3808553971486762, 'linearity': 0.008195964572680837, 'trend_strength': 0.5164761951928319, 'seasonality_strength': 0.428651907551603, 'spikiness': 2.945987849392957e-08, 'peak': 4, 'trough': 1, 'level_shift_idx': 34, 'level_shift_size': 0.02393075356415486, 'y_acf1': 0.24022999327690642, 'y_acf5': 0.10500965909227734, 'diff1y_acf1': -0.43712933254980235, 'diff1y_acf5': 0.19855964277410929, 'diff2y_acf1': -0.6372080871404163, 'diff2y_acf5': 0.4275343890618393, 'y_pacf5': 0.0887471801579226, 'diff1y_pacf5': 0.32471142986866536, 'diff2y_pacf5': 0.9659800191123035, 'seas_acf1': -0.09107605631832294, 'seas_pacf1': -0.04941716632573795, 'firstmin_ac': 6, 'firstzero_ac': 5, 'holt_alpha': 0.11476777356510888, 'holt_beta': 0.0, 'hw_alpha': 1.613904309940609e-09, 'hw_beta': 1.734681081162272e-18, 'hw_gamma': 2.323907302096692e-16}",sarima,RandomSearch,mape,N1442
"{'arima': ({'p': 5, 'd': 1, 'q': 1}, 0.2767523460992809), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.27854052443853455), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.021544346900318832, 'changepoint_range': 0.9500000000000002, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.29483124354344925), 'theta': ({'m': 22}, 0.3219068563167459), 'stlf': ({'m': 30, 'method': 'theta'}, 0.3900330700546895), 'sarima': ({'p': 4, 'd': 1, 'q': 1, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.2999807761049123)}","{'length': 69, 'mean': 0.3722501299151222, 'var': 0.0315469932779395, 'entropy': 0.7543047350751403, 'lumpiness': 0.00016589665294914447, 'stability': 0.013756191759906559, 'flat_spots': 2, 'hurst': 0.13718634358978268, 'std1st_der': 0.09616323055444227, 'crossing_points': 23, 'binarize_mean': 0.42028985507246375, 'unitroot_kpss': 0.3707563053659278, 'heterogeneity': 14.572713050896894, 'histogram_mode': 0.26374501992031874, 'linearity': 0.004997433952894125, 'trend_strength': 0.6875206650310937, 'seasonality_strength': 0.4417905972907168, 'spikiness': 3.344600530517377e-08, 'peak': 6, 'trough': 3, 'level_shift_idx': 10, 'level_shift_size': 0.03585657370517925, 'y_acf1': 0.4666948788655939, 'y_acf5': 0.48115726745358683, 'diff1y_acf1': -0.42924526503956845, 'diff1y_acf5': 0.19060280602780558, 'diff2y_acf1': -0.6622730340414262, 'diff2y_acf5': 0.4705316406210528, 'y_pacf5': 0.28406629231490665, 'diff1y_pacf5': 0.24575938501347375, 'diff2y_pacf5': 0.9797827283494562, 'seas_acf1': 0.1184723507814756, 'seas_pacf1': 0.1457139255678109, 'firstmin_ac': 6, 'firstzero_ac': 15, 'holt_alpha': 0.382712736679447, 'holt_beta': 0.0, 'hw_alpha': 0.4810323055335528, 'hw_beta': 0.0, 'hw_gamma': 0.0}",arima,RandomSearch,mape,N1443
"{'arima': ({'p': 2, 'd': 1, 'q': 4}, 0.3094500623564847), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.3164247322052379), 'prophet': ({'seasonality_prior_scale': 0.1, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9500000000000002, 'yearly_seasonality': True, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.35388537384804625), 'theta': ({'m': 10}, 0.3696585084661565), 'stlf': ({'m': 10, 'method': 'prophet'}, 0.3307194061789208), 'sarima': ({'p': 2, 'd': 1, 'q': 3, 'seasonal_order': '(2, 0, 2, 7)', 'trend': 'c'}, 0.3705465359256817)}","{'length': 69, 'mean': 0.5805282842449743, 'var': 0.04326051658451943, 'entropy': 0.7833676757647492, 'lumpiness': 1.886997192621121e-05, 'stability': 0.012791453601127342, 'flat_spots': 2, 'hurst': 0.04168432167015941, 'std1st_der': 0.1277706413483829, 'crossing_points': 25, 'binarize_mean': 0.5507246376811594, 'unitroot_kpss': 0.132012778088039, 'heterogeneity': 14.229604668797458, 'histogram_mode': 0.6580645161290323, 'linearity': 0.2010978640277985, 'trend_strength': 0.5132943643034346, 'seasonality_strength': 0.28007354569196785, 'spikiness': 1.2631446308021337e-07, 'peak': 0, 'trough': 5, 'level_shift_idx': 34, 'level_shift_size': 0.029435483870967727, 'y_acf1': 0.30348113718663167, 'y_acf5': 0.3961872400882052, 'diff1y_acf1': -0.46247426930016616, 'diff1y_acf5': 0.26659730078432264, 'diff2y_acf1': -0.6237109231957625, 'diff2y_acf5': 0.4568718623243122, 'y_pacf5': 0.2290943501446274, 'diff1y_pacf5': 0.5103885699074417, 'diff2y_pacf5': 1.384559757933021, 'seas_acf1': 0.11405374687571426, 'seas_pacf1': -0.08547435250330448, 'firstmin_ac': 2, 'firstzero_ac': 18, 'holt_alpha': 0.15149490804099064, 'holt_beta': 0.1514949044167242, 'hw_alpha': 0.16737180019324974, 'hw_beta': 0.2103406916707286, 'hw_gamma': 0.0}",arima,RandomSearch,mape,N1444
"{'arima': ({'p': 5, 'd': 2, 'q': 1}, 0.40401290073734586), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': False, 'seasonal': 'multiplicative'}, 0.34314087527902576), 'prophet': ({'seasonality_prior_scale': 4.6415888336127775, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8300000000000001, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.3588970592733433), 'theta': ({'m': 24}, 0.4201493660745082), 'stlf': ({'m': 7, 'method': 'quadratic'}, 0.32715057466611974), 'sarima': ({'p': 4, 'd': 1, 'q': 5, 'seasonal_order': '(1, 0, 2, 7)', 'trend': 't'}, 0.3686004252132194)}","{'length': 69, 'mean': 0.4998330327923598, 'var': 0.03236706545523567, 'entropy': 0.8556642567247363, 'lumpiness': 9.254736769138531e-05, 'stability': 0.00633686785603633, 'flat_spots': 2, 'hurst': 0.05307577775723476, 'std1st_der': 0.11279400971276461, 'crossing_points': 33, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.11812647633538141, 'heterogeneity': 13.19421393154374, 'histogram_mode': 0.32903225806451614, 'linearity': 0.09817225006588338, 'trend_strength': 0.5107013991121854, 'seasonality_strength': 0.48413906889056857, 'spikiness': 4.731524425928156e-08, 'peak': 4, 'trough': 3, 'level_shift_idx': 31, 'level_shift_size': 0.032258064516129004, 'y_acf1': 0.15932635972737566, 'y_acf5': 0.13538598934586468, 'diff1y_acf1': -0.5520477917669308, 'diff1y_acf5': 0.3857410867705855, 'diff2y_acf1': -0.704121967901216, 'diff2y_acf5': 0.6026409811107741, 'y_pacf5': 0.13512827122238893, 'diff1y_pacf5': 0.5185550495618731, 'diff2y_pacf5': 1.0953976834743182, 'seas_acf1': 0.09832761551905778, 'seas_pacf1': 0.10597018275171084, 'firstmin_ac': 1, 'firstzero_ac': 4, 'holt_alpha': 0.11188633629362423, 'holt_beta': 0.0, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.42105263157894735}",stlf,RandomSearch,mape,N1445
"{'arima': ({'p': 3, 'd': 1, 'q': 2}, 0.5215065863533962), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'multiplicative'}, 0.5497688530642166), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.21544346900318823, 'changepoint_range': 0.81, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.5182862503431066), 'theta': ({'m': 3}, 0.4243736907060656), 'stlf': ({'m': 4, 'method': 'prophet'}, 0.4891061904763542), 'sarima': ({'p': 4, 'd': 1, 'q': 2, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 't'}, 0.5180163741576698)}","{'length': 69, 'mean': 0.3612090351220785, 'var': 0.024936783353458534, 'entropy': 0.8051581285690013, 'lumpiness': 6.904458084394747e-05, 'stability': 0.009597471850744119, 'flat_spots': 1, 'hurst': 0.011575233129616747, 'std1st_der': 0.08960871545809185, 'crossing_points': 26, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.20063013241334043, 'heterogeneity': 23.132985000967086, 'histogram_mode': 0.16385135135135137, 'linearity': 0.33852552479826653, 'trend_strength': 0.625950608307725, 'seasonality_strength': 0.4670064727928791, 'spikiness': 2.7732941847679215e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 6, 'level_shift_size': 0.033051801801801894, 'y_acf1': 0.2646112390376739, 'y_acf5': 0.4539098198403484, 'diff1y_acf1': -0.5510169076767957, 'diff1y_acf5': 0.3465793657381638, 'diff2y_acf1': -0.7074216527375419, 'diff2y_acf5': 0.6234320374050171, 'y_pacf5': 0.2623919295724427, 'diff1y_pacf5': 0.6162777107983896, 'diff2y_pacf5': 1.5670525988646375, 'seas_acf1': 0.19392299424525045, 'seas_pacf1': -0.013015598709388083, 'firstmin_ac': 1, 'firstzero_ac': 19, 'holt_alpha': 0.2631578947368421, 'holt_beta': 0.2631578947368421, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.3157894736842105}",theta,RandomSearch,mape,N1446
"{'arima': ({'p': 4, 'd': 1, 'q': 1}, 0.13732780744194836), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': True, 'seasonal': 'additive'}, 0.10903841178099001), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8600000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.12761522791549865), 'theta': ({'m': 20}, 0.13605066698154117), 'stlf': ({'m': 10, 'method': 'prophet'}, 0.12005248931081729), 'sarima': ({'p': 5, 'd': 1, 'q': 5, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'c'}, 0.1359146112543405)}","{'length': 69, 'mean': 0.7197877887450619, 'var': 0.01754156305515722, 'entropy': 0.8750648217584107, 'lumpiness': 8.073525925152861e-06, 'stability': 0.001440784874411285, 'flat_spots': 1, 'hurst': 0.03435321431714756, 'std1st_der': 0.09267491084189211, 'crossing_points': 44, 'binarize_mean': 0.5217391304347826, 'unitroot_kpss': 0.15081428215223266, 'heterogeneity': 17.274016048282018, 'histogram_mode': 0.720738413197172, 'linearity': 0.0033923198483512954, 'trend_strength': 0.2583468228771393, 'seasonality_strength': 0.33574847508776906, 'spikiness': 3.7664907019760955e-08, 'peak': 6, 'trough': 2, 'level_shift_idx': 26, 'level_shift_size': 0.022702278083267857, 'y_acf1': -0.27255453407190167, 'y_acf5': 0.22040504054234897, 'diff1y_acf1': -0.6384106319083415, 'diff1y_acf5': 0.5646608874606022, 'diff2y_acf1': -0.7249673392893028, 'diff2y_acf5': 0.6964461725580109, 'y_pacf5': 0.22478189020902223, 'diff1y_pacf5': 0.8267936874684723, 'diff2y_pacf5': 1.607453354798259, 'seas_acf1': -0.058808982011319, 'seas_pacf1': 0.058623543944553505, 'firstmin_ac': 1, 'firstzero_ac': 4, 'holt_alpha': 0.3684210526315789, 'holt_beta': 0.3684210526315789, 'hw_alpha': 5.080137231507356e-09, 'hw_beta': 1.7925719800915254e-16, 'hw_gamma': 2.7142813566372652e-14}",holtwinters,RandomSearch,mape,N1447
"{'arima': ({'p': 5, 'd': 1, 'q': 1}, 0.3633934092322478), 'holtwinters': ({'seasonal_periods': 24, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.4522702627551944), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.0021544346900318843, 'changepoint_range': 0.8400000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.3651577980919452), 'theta': ({'m': 3}, 0.4649265374235783), 'stlf': ({'m': 24, 'method': 'theta'}, 0.34942660293396843), 'sarima': ({'p': 2, 'd': 1, 'q': 4, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 't'}, 0.3665253295762539)}","{'length': 69, 'mean': 0.2809184322388459, 'var': 0.023235948066749227, 'entropy': 0.745384322002837, 'lumpiness': 0.00015409860768905703, 'stability': 0.009824862822919004, 'flat_spots': 1, 'hurst': 0.01815395456012783, 'std1st_der': 0.08374649389277526, 'crossing_points': 23, 'binarize_mean': 0.4057971014492754, 'unitroot_kpss': 0.22982221907673311, 'heterogeneity': 21.814315715003968, 'histogram_mode': 0.13637413394919168, 'linearity': 0.4508198517894416, 'trend_strength': 0.7756306385036551, 'seasonality_strength': 0.5279695358704564, 'spikiness': 1.2983526302402553e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 6, 'level_shift_size': 0.03741339491916862, 'y_acf1': 0.5334529779320389, 'y_acf5': 0.9639914160371063, 'diff1y_acf1': -0.3709750843134789, 'diff1y_acf5': 0.21364622874089126, 'diff2y_acf1': -0.5663062071477591, 'diff2y_acf5': 0.39711207643197566, 'y_pacf5': 0.45673353578480547, 'diff1y_pacf5': 0.529788340676248, 'diff2y_pacf5': 0.8077516524512679, 'seas_acf1': 0.2244154904460143, 'seas_pacf1': -0.25976145226112285, 'firstmin_ac': 2, 'firstzero_ac': 26, 'holt_alpha': 0.19807413609226499, 'holt_beta': 0.018966881474700274, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.2631578947368421}",stlf,RandomSearch,mape,N1448
"{'arima': ({'p': 4, 'd': 2, 'q': 1}, 0.1440001296576385), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.1446989732821189), 'prophet': ({'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 1.0, 'changepoint_range': 0.9400000000000002, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.14130804428554608), 'theta': ({'m': 25}, 0.17496235260657886), 'stlf': ({'m': 10, 'method': 'quadratic'}, 0.15567753288690894), 'sarima': ({'p': 5, 'd': 2, 'q': 4, 'seasonal_order': '(2, 0, 2, 7)', 'trend': 'ct'}, 0.13648504734451855)}","{'length': 69, 'mean': 0.6441388926987609, 'var': 0.018329880380005832, 'entropy': 0.8789336841001898, 'lumpiness': 1.3038344544800608e-05, 'stability': 0.001589074600187866, 'flat_spots': 1, 'hurst': 0.0495127803809172, 'std1st_der': 0.10670478920340383, 'crossing_points': 37, 'binarize_mean': 0.463768115942029, 'unitroot_kpss': 0.21977356253468774, 'heterogeneity': 5.6298301513000215, 'histogram_mode': 0.5263406940063091, 'linearity': 3.0498073451578046e-06, 'trend_strength': 0.2686146533709143, 'seasonality_strength': 0.4341313686691688, 'spikiness': 3.410035930216353e-08, 'peak': 0, 'trough': 1, 'level_shift_idx': 0, 'level_shift_size': 0.01987381703470037, 'y_acf1': -0.10381574815904074, 'y_acf5': 0.05409326567549956, 'diff1y_acf1': -0.498769889858561, 'diff1y_acf5': 0.3034025568220049, 'diff2y_acf1': -0.6527985183148032, 'diff2y_acf5': 0.542928620826614, 'y_pacf5': 0.07109726731605163, 'diff1y_pacf5': 0.5087066616629983, 'diff2y_pacf5': 0.9683714982794388, 'seas_acf1': 0.0664580772162036, 'seas_pacf1': 0.0991212180300523, 'firstmin_ac': 1, 'firstzero_ac': 8, 'holt_alpha': 0.47368421052631576, 'holt_beta': 0.47368421052631576, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.2631578947368421}",sarima,RandomSearch,mape,N1449
"{'arima': ({'p': 4, 'd': 1, 'q': 2}, 0.30033342753653647), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'additive'}, 0.3132907461867491), 'prophet': ({'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.001, 'changepoint_range': 0.8500000000000001, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.23469684316571984), 'theta': ({'m': 28}, 0.4587318996528835), 'stlf': ({'m': 4, 'method': 'linear'}, 0.20062274780357467), 'sarima': ({'p': 3, 'd': 2, 'q': 4, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'n'}, 0.3068270241061802)}","{'length': 69, 'mean': 0.5219662895824815, 'var': 0.03461438935374314, 'entropy': 0.8652708862889132, 'lumpiness': 2.2420203693563368e-05, 'stability': 0.011498983756769915, 'flat_spots': 1, 'hurst': -0.04957619581095484, 'std1st_der': 0.12360459612597761, 'crossing_points': 26, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.0351714013329825, 'heterogeneity': 17.25144781038701, 'histogram_mode': 0.34545454545454546, 'linearity': 0.3655618944756374, 'trend_strength': 0.6882718001147549, 'seasonality_strength': 0.5629213809374092, 'spikiness': 4.495753345103018e-08, 'peak': 4, 'trough': 1, 'level_shift_idx': 19, 'level_shift_size': 0.02805642633228822, 'y_acf1': 0.3073591382565262, 'y_acf5': 0.3405493527954455, 'diff1y_acf1': -0.4444876531760694, 'diff1y_acf5': 0.2040427485100512, 'diff2y_acf1': -0.6123165164409162, 'diff2y_acf5': 0.4071574088840771, 'y_pacf5': 0.18486417358782606, 'diff1y_pacf5': 0.4084832199489751, 'diff2y_pacf5': 0.6899395587931082, 'seas_acf1': 0.32034166028354966, 'seas_pacf1': 0.2445300323021851, 'firstmin_ac': 6, 'firstzero_ac': 23, 'holt_alpha': 0.06806856139992376, 'holt_beta': 0.0680685205485036, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.3157894736842105}",stlf,RandomSearch,mape,N1450
